"Date","Season","Sweek","Block","Rotation","Tillage","Cover","NitrateN"
2020-12-10,"2020-21",22,"4","R4","H","V",11.61
2020-12-10,"2020-21",22,"4","R5","H","V",10.82
2020-12-10,"2020-21",22,"1","R4","NT","B",20.5
2020-12-10,"2020-21",22,"1","R5","NT","B",13.5
2020-12-10,"2020-21",22,"2","R4","NT","B",12.31
2020-12-10,"2020-21",22,"2","R5","NT","B",12.49
2020-12-10,"2020-21",22,"3","R4","NT","B",13.84
2020-12-10,"2020-21",22,"3","R5","NT","B",9.73
2020-12-10,"2020-21",22,"4","R4","NT","B",23.8
2020-12-10,"2020-21",22,"4","R5","NT","B",11.67
2020-12-10,"2020-21",22,"1","R4","NT","Ref",22.2
2020-12-10,"2020-21",22,"1","R5","NT","Ref",9.83
2020-12-10,"2020-21",22,"2","R4","NT","Ref",4.9
2020-12-10,"2020-21",22,"2","R5","NT","Ref",7.09
2020-12-10,"2020-21",22,"3","R4","NT","Ref",8.71
2020-12-10,"2020-21",22,"3","R5","NT","Ref",4.85
2020-12-10,"2020-21",22,"4","R4","NT","Ref",3.15
2020-12-10,"2020-21",22,"4","R5","NT","Ref",12.94
2020-12-10,"2020-21",22,"1","R4","NT","V",53.3
2020-12-10,"2020-21",22,"1","R5","NT","V",4.69
2020-12-10,"2020-21",22,"2","R4","NT","V",32.4
2020-12-10,"2020-21",22,"2","R5","NT","V",17.67
2020-12-10,"2020-21",22,"3","R4","NT","V",16.67
2020-12-10,"2020-21",22,"3","R5","NT","V",11.28
2020-12-10,"2020-21",22,"4","R4","NT","V",11.35
2020-12-10,"2020-21",22,"4","R5","NT","V",9.82
2021-01-14,"2020-21",27,"1","R4","P","B",17.65
2021-01-14,"2020-21",27,"1","R5","P","B",19.68
2021-01-14,"2020-21",27,"2","R4","P","B",28.2
2021-01-14,"2020-21",27,"2","R5","P","B",16.36
2021-01-14,"2020-21",27,"3","R4","P","B",13.11
2021-01-14,"2020-21",27,"3","R5","P","B",17.6
2021-01-14,"2020-21",27,"4","R4","P","B",52.5
2021-01-14,"2020-21",27,"4","R5","P","B",23
2021-01-14,"2020-21",27,"1","R4","P","Ref",44.1
2021-01-14,"2020-21",27,"1","R5","P","Ref",11.03
2021-01-14,"2020-21",27,"2","R4","P","Ref",13.43
2021-01-14,"2020-21",27,"2","R5","P","Ref",15.52
2021-01-14,"2020-21",27,"3","R5","P","Ref",16.5
2021-01-14,"2020-21",27,"4","R4","P","Ref",29.3
2021-01-14,"2020-21",27,"4","R5","P","Ref",23.8
2021-01-14,"2020-21",27,"1","R4","P","V",34.4
2021-01-14,"2020-21",27,"1","R5","P","V",17.99
2021-01-14,"2020-21",27,"2","R4","P","V",14.11
2021-01-14,"2020-21",27,"2","R5","P","V",29
2021-01-14,"2020-21",27,"3","R4","P","V",17.17
2021-01-14,"2020-21",27,"3","R5","P","V",14.4
2021-01-14,"2020-21",27,"4","R4","P","V",40.8
2021-01-14,"2020-21",27,"4","R5","P","V",17.2
2021-01-14,"2020-21",27,"1","R4","H","B",24.8
2021-01-14,"2020-21",27,"1","R5","H","B",27.6
2021-01-14,"2020-21",27,"2","R4","H","B",19.71
2021-01-14,"2020-21",27,"2","R5","H","B",22.8
2021-01-14,"2020-21",27,"3","R4","H","B",35.2
2021-01-14,"2020-21",27,"3","R5","H","B",18.67
2021-01-14,"2020-21",27,"4","R4","H","B",27.8
2021-01-14,"2020-21",27,"4","R5","H","B",17.87
2021-01-14,"2020-21",27,"1","R4","H","Ref",28.9
2021-01-14,"2020-21",27,"1","R5","H","Ref",16.2
2021-01-14,"2020-21",27,"2","R4","H","Ref",17.23
2021-01-14,"2020-21",27,"2","R5","H","Ref",24.4
2021-01-14,"2020-21",27,"3","R4","H","Ref",18.48
2021-01-14,"2020-21",27,"3","R5","H","Ref",11.1
2021-01-14,"2020-21",27,"4","R4","H","Ref",33.3
2021-01-14,"2020-21",27,"4","R5","H","Ref",33.2
2021-01-14,"2020-21",27,"1","R4","H","V",6.33
2021-01-14,"2020-21",27,"1","R5","H","V",16.53
2021-01-14,"2020-21",27,"2","R4","H","V",18.88
2021-01-14,"2020-21",27,"2","R5","H","V",30.9
2021-01-14,"2020-21",27,"3","R4","H","V",10.42
2021-01-14,"2020-21",27,"3","R5","H","V",20.15
2021-01-14,"2020-21",27,"4","R4","H","V",25.8
2021-01-14,"2020-21",27,"4","R5","H","V",14.36
2021-01-14,"2020-21",27,"1","R4","NT","B",33.5
2021-01-14,"2020-21",27,"1","R5","NT","B",20.5
2021-01-14,"2020-21",27,"2","R4","NT","B",16.61
2021-01-14,"2020-21",27,"2","R5","NT","B",17.92
2021-01-14,"2020-21",27,"3","R4","NT","B",23.7
2021-01-14,"2020-21",27,"3","R5","NT","B",22.7
2021-01-14,"2020-21",27,"4","R4","NT","B",36.7
2021-01-14,"2020-21",27,"4","R5","NT","B",15.6
2021-01-14,"2020-21",27,"1","R4","NT","Ref",34.1
2021-01-14,"2020-21",27,"1","R5","NT","Ref",15.36
2021-01-14,"2020-21",27,"2","R4","NT","Ref",21.5
2021-01-14,"2020-21",27,"2","R5","NT","Ref",10.46
2021-01-14,"2020-21",27,"3","R4","NT","Ref",16.75
2021-01-14,"2020-21",27,"3","R5","NT","Ref",8
2021-01-14,"2020-21",27,"4","R4","NT","Ref",25.4
2021-01-14,"2020-21",27,"4","R5","NT","Ref",24.9
2021-01-14,"2020-21",27,"1","R4","NT","V",45.5
2021-01-14,"2020-21",27,"1","R5","NT","V",9.2
2021-01-14,"2020-21",27,"2","R4","NT","V",30
2021-01-14,"2020-21",27,"2","R5","NT","V",24.1
2021-01-14,"2020-21",27,"3","R4","NT","V",35.1
2021-01-14,"2020-21",27,"3","R5","NT","V",25
2021-01-14,"2020-21",27,"4","R4","NT","V",25.9
2021-01-14,"2020-21",27,"4","R5","NT","V",14.2
2021-01-27,"2020-21",29,"1","R4","P","B",15.97
2021-01-27,"2020-21",29,"1","R5","P","B",17.98
2021-01-27,"2020-21",29,"2","R4","P","B",31.5
2021-01-27,"2020-21",29,"2","R5","P","B",17.89
2021-01-27,"2020-21",29,"3","R4","P","B",14.49
2021-01-27,"2020-21",29,"3","R5","P","B",20.49
2021-01-27,"2020-21",29,"4","R4","P","B",39.8
2021-01-27,"2020-21",29,"4","R5","P","B",21.4
2021-01-27,"2020-21",29,"1","R4","P","Ref",51.5
2021-01-27,"2020-21",29,"1","R5","P","Ref",15.22
2021-01-27,"2020-21",29,"2","R4","P","Ref",3.95
2021-01-27,"2020-21",29,"2","R5","P","Ref",16.2
2021-01-27,"2020-21",29,"3","R4","P","Ref",32.5
2021-01-27,"2020-21",29,"3","R5","P","Ref",21.4
2021-01-27,"2020-21",29,"4","R4","P","Ref",32
2021-01-27,"2020-21",29,"4","R5","P","Ref",25.4
2021-01-27,"2020-21",29,"1","R4","P","V",41.3
2021-01-27,"2020-21",29,"1","R5","P","V",18.1
2021-01-27,"2020-21",29,"2","R4","P","V",17.37
2021-01-27,"2020-21",29,"2","R5","P","V",26.2
2021-01-27,"2020-21",29,"3","R4","P","V",21.9
2021-01-27,"2020-21",29,"3","R5","P","V",15.1
2021-01-27,"2020-21",29,"4","R4","P","V",40.3
2021-01-27,"2020-21",29,"4","R5","P","V",18.12
2021-01-27,"2020-21",29,"1","R4","H","B",26.8
2021-01-27,"2020-21",29,"1","R5","H","B",21.2
2021-01-27,"2020-21",29,"2","R4","H","B",20.9
2021-01-27,"2020-21",29,"2","R5","H","B",21.3
2021-01-27,"2020-21",29,"3","R4","H","B",29.1
2021-01-27,"2020-21",29,"3","R5","H","B",9.74
2021-01-27,"2020-21",29,"4","R4","H","B",23.1
2021-01-27,"2020-21",29,"4","R5","H","B",10.58
2021-01-27,"2020-21",29,"1","R4","H","Ref",31
2021-01-27,"2020-21",29,"1","R5","H","Ref",16.85
2021-01-27,"2020-21",29,"2","R4","H","Ref",20
2021-01-27,"2020-21",29,"2","R5","H","Ref",26.3
2021-01-27,"2020-21",29,"3","R4","H","Ref",33.1
2021-01-27,"2020-21",29,"3","R5","H","Ref",13.58
2021-01-27,"2020-21",29,"4","R4","H","Ref",16.56
2021-01-27,"2020-21",29,"4","R5","H","Ref",27
2021-01-27,"2020-21",29,"1","R4","H","V",6.85
2021-01-27,"2020-21",29,"1","R5","H","V",13.5
2021-01-27,"2020-21",29,"2","R4","H","V",19.99
2021-01-27,"2020-21",29,"2","R5","H","V",26.9
2021-01-27,"2020-21",29,"3","R4","H","V",11.53
2021-01-27,"2020-21",29,"3","R5","H","V",18.96
2021-01-27,"2020-21",29,"4","R4","H","V",28.2
2021-01-27,"2020-21",29,"4","R5","H","V",12.91
2021-01-27,"2020-21",29,"1","R4","NT","B",28.2
2021-01-27,"2020-21",29,"1","R5","NT","B",20.9
2021-01-27,"2020-21",29,"2","R4","NT","B",18.68
2021-01-27,"2020-21",29,"2","R5","NT","B",20.03
2021-01-27,"2020-21",29,"3","R4","NT","B",27.6
2021-01-27,"2020-21",29,"3","R5","NT","B",24.1
2021-01-27,"2020-21",29,"4","R4","NT","B",32.8
2021-01-27,"2020-21",29,"4","R5","NT","B",16.5
2021-01-27,"2020-21",29,"1","R4","NT","Ref",29
2021-01-27,"2020-21",29,"1","R5","NT","Ref",18.33
2021-01-27,"2020-21",29,"2","R4","NT","Ref",21
2021-01-27,"2020-21",29,"2","R5","NT","Ref",11.84
2021-01-27,"2020-21",29,"3","R4","NT","Ref",26.7
2021-01-27,"2020-21",29,"3","R5","NT","Ref",10.71
2021-01-27,"2020-21",29,"4","R4","NT","Ref",38.2
2021-01-27,"2020-21",29,"4","R5","NT","Ref",25
2021-01-27,"2020-21",29,"1","R4","NT","V",45
2021-01-27,"2020-21",29,"1","R5","NT","V",11.94
2021-01-27,"2020-21",29,"2","R4","NT","V",23.59
2021-01-27,"2020-21",29,"2","R5","NT","V",22.2
2021-01-27,"2020-21",29,"3","R4","NT","V",48
2021-01-27,"2020-21",29,"3","R5","NT","V",29
2021-01-27,"2020-21",29,"4","R4","NT","V",36.6
2021-01-27,"2020-21",29,"4","R5","NT","V",15.88
2021-03-04,"2020-21",34,"1","R4","P","B",14.5
2021-03-04,"2020-21",34,"1","R5","P","B",16.8
2021-03-04,"2020-21",34,"2","R4","P","B",30.3
2021-03-04,"2020-21",34,"2","R5","P","B",15
2021-03-04,"2020-21",34,"3","R4","P","B",20.2
2021-03-04,"2020-21",34,"3","R5","P","B",21.3
2021-03-04,"2020-21",34,"4","R4","P","B",23.9
2021-03-04,"2020-21",34,"4","R5","P","B",19
2021-03-04,"2020-21",34,"1","R4","P","Ref",50.4
2021-03-04,"2020-21",34,"1","R5","P","Ref",19.4
2021-03-04,"2020-21",34,"2","R4","P","Ref",8.4
2021-03-04,"2020-21",34,"2","R5","P","Ref",17.3
2021-03-04,"2020-21",34,"3","R4","P","Ref",55.7
2021-03-04,"2020-21",34,"3","R5","P","Ref",23.7
2021-03-04,"2020-21",34,"4","R4","P","Ref",34.2
2021-03-04,"2020-21",34,"4","R5","P","Ref",23.2
2021-03-04,"2020-21",34,"1","R4","P","V",40.9
2021-03-04,"2020-21",34,"1","R5","P","V",17.4
2021-03-04,"2020-21",34,"2","R4","P","V",14.5
2021-03-04,"2020-21",34,"2","R5","P","V",18.2
2021-03-04,"2020-21",34,"3","R4","P","V",33
2021-03-04,"2020-21",34,"3","R5","P","V",14.2
2021-03-04,"2020-21",34,"4","R4","P","V",27.9
2021-03-04,"2020-21",34,"4","R5","P","V",17
2021-03-04,"2020-21",34,"1","R4","H","B",26.7
2021-03-04,"2020-21",34,"1","R5","H","B",12.6
2021-03-04,"2020-21",34,"2","R4","H","B",20.1
2021-03-04,"2020-21",34,"2","R5","H","B",18
2021-03-04,"2020-21",34,"3","R4","H","B",18.7
2021-03-04,"2020-21",34,"3","R5","H","B",4.5
2021-03-04,"2020-21",34,"4","R4","H","B",16.5
2021-03-04,"2020-21",34,"4","R5","H","B",10.2
2021-03-04,"2020-21",34,"1","R4","H","Ref",31.5
2021-03-04,"2020-21",34,"1","R5","H","Ref",16.2
2021-03-04,"2020-21",34,"2","R4","H","Ref",22.9
2021-03-04,"2020-21",34,"2","R5","H","Ref",24.3
2021-03-04,"2020-21",34,"3","R4","H","Ref",32
2021-03-04,"2020-21",34,"3","R5","H","Ref",14.5
2021-03-04,"2020-21",34,"4","R4","H","Ref",10.2
2021-03-04,"2020-21",34,"4","R5","H","Ref",15
2021-03-04,"2020-21",34,"1","R4","H","V",8.1
2021-03-04,"2020-21",34,"1","R5","H","V",9.6
2021-03-04,"2020-21",34,"2","R4","H","V",18.5
2021-03-04,"2020-21",34,"2","R5","H","V",23.1
2021-03-04,"2020-21",34,"3","R4","H","V",13.8
2021-03-04,"2020-21",34,"3","R5","H","V",13.5
2021-03-04,"2020-21",34,"4","R4","H","V",24.7
2021-03-04,"2020-21",34,"4","R5","H","V",11.1
2021-03-04,"2020-21",34,"1","R4","NT","B",22.3
2021-03-04,"2020-21",34,"1","R5","NT","B",20
2021-03-04,"2020-21",34,"2","R4","NT","B",18.4
2021-03-04,"2020-21",34,"2","R5","NT","B",18.5
2021-03-04,"2020-21",34,"3","R4","NT","B",28.5
2021-03-04,"2020-21",34,"3","R5","NT","B",15.4
2021-03-04,"2020-21",34,"4","R4","NT","B",16.1
2021-03-04,"2020-21",34,"4","R5","NT","B",14.8
2021-03-04,"2020-21",34,"1","R4","NT","Ref",24.5
2021-03-04,"2020-21",34,"1","R5","NT","Ref",20.3
2021-03-04,"2020-21",34,"2","R4","NT","Ref",43.5
2021-03-04,"2020-21",34,"2","R5","NT","Ref",13.2
2021-03-04,"2020-21",34,"3","R4","NT","Ref",37.7
2021-03-04,"2020-21",34,"3","R5","NT","Ref",14.5
2021-03-04,"2020-21",34,"4","R4","NT","Ref",35
2021-03-04,"2020-21",34,"4","R5","NT","Ref",18.8
2021-03-04,"2020-21",34,"1","R4","NT","V",41.9
2021-03-04,"2020-21",34,"1","R5","NT","V",14
2021-03-04,"2020-21",34,"2","R4","NT","V",15.8
2021-03-04,"2020-21",34,"2","R5","NT","V",15.7
2021-03-04,"2020-21",34,"3","R4","NT","V",45.8
2021-03-04,"2020-21",34,"3","R5","NT","V",20
2021-03-04,"2020-21",34,"4","R4","NT","V",25.4
2021-03-04,"2020-21",34,"4","R5","NT","V",15.3
2021-03-18,"2020-21",36,"1","R4","P","B",12.81
2021-03-18,"2020-21",36,"1","R5","P","B",15.22
2021-03-18,"2020-21",36,"2","R4","P","B",27.43
2021-03-18,"2020-21",36,"2","R5","P","B",12.75
2021-03-18,"2020-21",36,"3","R4","P","B",19.49
2021-03-18,"2020-21",36,"3","R5","P","B",20.81
2021-03-18,"2020-21",36,"4","R4","P","B",19.64
2021-03-18,"2020-21",36,"4","R5","P","B",17.39
2021-03-18,"2020-21",36,"1","R4","P","Ref",42.03
2021-03-18,"2020-21",36,"1","R5","P","Ref",21.5
2021-03-18,"2020-21",36,"2","R4","P","Ref",13.58
2021-03-18,"2020-21",36,"2","R5","P","Ref",18.05
2021-03-18,"2020-21",36,"3","R4","P","Ref",65.5
2021-03-18,"2020-21",36,"3","R5","P","Ref",23.09
2021-03-18,"2020-21",36,"4","R4","P","Ref",29.67
2021-03-18,"2020-21",36,"4","R5","P","Ref",19.91
2021-03-18,"2020-21",36,"1","R4","P","V",39.05
2021-03-18,"2020-21",36,"1","R5","P","V",16.95
2021-03-18,"2020-21",36,"2","R4","P","V",20.35
2021-03-18,"2020-21",36,"2","R5","P","V",15.01
2021-03-18,"2020-21",36,"3","R4","P","V",36.45
2021-03-18,"2020-21",36,"3","R5","P","V",13.13
2021-03-18,"2020-21",36,"4","R4","P","V",24.3
2021-03-18,"2020-21",36,"4","R5","P","V",16.37
2021-03-18,"2020-21",36,"1","R4","H","B",25.25
2021-03-18,"2020-21",36,"1","R5","H","B",10.61
2021-03-18,"2020-21",36,"2","R4","H","B",19.13
2021-03-18,"2020-21",36,"2","R5","H","B",16.25
2021-03-18,"2020-21",36,"3","R4","H","B",14.15
2021-03-18,"2020-21",36,"3","R5","H","B",3.4
2021-03-18,"2020-21",36,"4","R4","H","B",13.97
2021-03-18,"2020-21",36,"4","R5","H","B",7.48
2021-03-18,"2020-21",36,"1","R4","H","Ref",29.7
2021-03-18,"2020-21",36,"1","R5","H","Ref",15.88
2021-03-18,"2020-21",36,"2","R4","H","Ref",22.5
2021-03-18,"2020-21",36,"2","R5","H","Ref",21.23
2021-03-18,"2020-21",36,"3","R4","H","Ref",28.79
2021-03-18,"2020-21",36,"3","R5","H","Ref",14.43
2021-03-18,"2020-21",36,"4","R4","H","Ref",9.09
2021-03-18,"2020-21",36,"4","R5","H","Ref",7.44
2021-03-18,"2020-21",36,"1","R4","H","V",9.46
2021-03-18,"2020-21",36,"1","R5","H","V",8.14
2021-03-18,"2020-21",36,"2","R4","H","V",18.36
2021-03-18,"2020-21",36,"2","R5","H","V",19.89
2021-03-18,"2020-21",36,"3","R4","H","V",15.04
2021-03-18,"2020-21",36,"3","R5","H","V",10.57
2021-03-18,"2020-21",36,"4","R4","H","V",21.81
2021-03-18,"2020-21",36,"4","R5","H","V",9.34
2021-03-18,"2020-21",36,"1","R4","NT","B",19.17
2021-03-18,"2020-21",36,"1","R5","NT","B",15.94
2021-03-18,"2020-21",36,"2","R4","NT","B",17.85
2021-03-18,"2020-21",36,"2","R5","NT","B",16.05
2021-03-18,"2020-21",36,"3","R4","NT","B",26.59
2021-03-18,"2020-21",36,"3","R5","NT","B",12.07
2021-03-18,"2020-21",36,"4","R4","NT","B",10.22
2021-03-18,"2020-21",36,"4","R5","NT","B",14.36
2021-03-18,"2020-21",36,"1","R4","NT","Ref",22.57
2021-03-18,"2020-21",36,"1","R5","NT","Ref",20.24
2021-03-18,"2020-21",36,"2","R4","NT","Ref",52.08
2021-03-18,"2020-21",36,"2","R5","NT","Ref",14.25
2021-03-18,"2020-21",36,"3","R4","NT","Ref",39.87
2021-03-18,"2020-21",36,"3","R5","NT","Ref",16.13
2021-03-18,"2020-21",36,"4","R4","NT","Ref",32.19
2021-03-18,"2020-21",36,"4","R5","NT","Ref",17.07
2021-03-18,"2020-21",36,"1","R4","NT","V",37.47
2021-03-18,"2020-21",36,"1","R5","NT","V",16.6
2021-03-18,"2020-21",36,"2","R4","NT","V",14.2
2021-03-18,"2020-21",36,"2","R5","NT","V",13.08
2021-03-18,"2020-21",36,"3","R4","NT","V",36.84
2021-03-18,"2020-21",36,"3","R5","NT","V",10.75
2021-03-18,"2020-21",36,"4","R4","NT","V",22
2021-03-18,"2020-21",36,"4","R5","NT","V",15.35
2021-03-31,"2020-21",38,"1","R4","P","B",10.6
2021-03-31,"2020-21",38,"1","R5","P","B",13.9
2021-03-31,"2020-21",38,"2","R4","P","B",23
2021-03-31,"2020-21",38,"2","R5","P","B",11.2
2021-03-31,"2020-21",38,"3","R4","P","B",19.92
2021-03-31,"2020-21",38,"3","R5","P","B",19.76
2021-03-31,"2020-21",38,"4","R4","P","B",17.63
2021-03-31,"2020-21",38,"4","R5","P","B",16.34
2021-03-31,"2020-21",38,"1","R4","P","Ref",35.7
2021-03-31,"2020-21",38,"1","R5","P","Ref",21
2021-03-31,"2020-21",38,"2","R4","P","Ref",16.6
2021-03-31,"2020-21",38,"2","R5","P","Ref",18.19
2021-03-31,"2020-21",38,"3","R5","P","Ref",22.4
2021-03-31,"2020-21",38,"4","R4","P","Ref",27.3
2021-03-31,"2020-21",38,"4","R5","P","Ref",17.57
2021-03-31,"2020-21",38,"1","R4","P","V",35.3
2021-03-31,"2020-21",38,"1","R5","P","V",16.69
2021-03-31,"2020-21",38,"2","R4","P","V",20.3
2021-03-31,"2020-21",38,"2","R5","P","V",12.12
2021-03-31,"2020-21",38,"3","R4","P","V",36.3
2021-03-31,"2020-21",38,"3","R5","P","V",11.41
2021-03-31,"2020-21",38,"4","R4","P","V",18.03
2021-03-31,"2020-21",38,"4","R5","P","V",15.28
2021-03-31,"2020-21",38,"1","R4","H","B",23
2021-03-31,"2020-21",38,"1","R5","H","B",10.16
2021-03-31,"2020-21",38,"2","R4","H","B",18.2
2021-03-31,"2020-21",38,"2","R5","H","B",15.3
2021-03-31,"2020-21",38,"3","R4","H","B",12.5
2021-03-31,"2020-21",38,"3","R5","H","B",2.45
2021-03-31,"2020-21",38,"4","R4","H","B",13.32
2021-03-31,"2020-21",38,"4","R5","H","B",7.4
2021-03-31,"2020-21",38,"1","R4","H","Ref",29
2021-03-31,"2020-21",38,"1","R5","H","Ref",15.6
2021-03-31,"2020-21",38,"2","R4","H","Ref",20.6
2021-03-31,"2020-21",38,"2","R5","H","Ref",18.18
2021-03-31,"2020-21",38,"3","R4","H","Ref",27.4
2021-03-31,"2020-21",38,"3","R5","H","Ref",13.28
2021-03-31,"2020-21",38,"4","R4","H","Ref",8.6
2021-03-31,"2020-21",38,"4","R5","H","Ref",6.44
2021-03-31,"2020-21",38,"1","R4","H","V",10.7
2021-03-31,"2020-21",38,"1","R5","H","V",7.4
2021-03-31,"2020-21",38,"2","R4","H","V",17.6
2021-03-31,"2020-21",38,"2","R5","H","V",18.52
2021-03-31,"2020-21",38,"3","R4","H","V",15.19
2021-03-31,"2020-21",38,"3","R5","H","V",9.11
2021-03-31,"2020-21",38,"4","R4","H","V",19.22
2021-03-31,"2020-21",38,"4","R5","H","V",7.3
2021-03-31,"2020-21",38,"1","R4","NT","B",17.5
2021-03-31,"2020-21",38,"1","R5","NT","B",15
2021-03-31,"2020-21",38,"2","R4","NT","B",16.57
2021-03-31,"2020-21",38,"2","R5","NT","B",13.76
2021-03-31,"2020-21",38,"3","R4","NT","B",24.1
2021-03-31,"2020-21",38,"3","R5","NT","B",10.6
2021-03-31,"2020-21",38,"4","R4","NT","B",9.99
2021-03-31,"2020-21",38,"4","R5","NT","B",13.7
2021-03-31,"2020-21",38,"1","R4","NT","Ref",19
2021-03-31,"2020-21",38,"1","R5","NT","Ref",20.1
2021-03-31,"2020-21",38,"2","R4","NT","Ref",51.6
2021-03-31,"2020-21",38,"2","R5","NT","Ref",14.5
2021-03-31,"2020-21",38,"3","R4","NT","Ref",32.2
2021-03-31,"2020-21",38,"3","R5","NT","Ref",16.22
2021-03-31,"2020-21",38,"4","R4","NT","Ref",29.9
2021-03-31,"2020-21",38,"4","R5","NT","Ref",14.34
2021-03-31,"2020-21",38,"1","R4","NT","V",36.6
2021-03-31,"2020-21",38,"1","R5","NT","V",18.65
2021-03-31,"2020-21",38,"2","R4","NT","V",13.64
2021-03-31,"2020-21",38,"2","R5","NT","V",11.34
2021-03-31,"2020-21",38,"3","R4","NT","V",28.1
2021-03-31,"2020-21",38,"3","R5","NT","V",11.19
2021-03-31,"2020-21",38,"4","R4","NT","V",18.6
2021-03-31,"2020-21",38,"4","R5","NT","V",14.98
2021-09-30,"2021-22",11,"1","R4","P","B",9.91
2021-09-30,"2021-22",11,"1","R5","P","B",9.17
2021-09-30,"2021-22",11,"2","R4","P","B",6.5
2021-09-30,"2021-22",11,"2","R5","P","B",7.1
2021-09-30,"2021-22",11,"3","R4","P","B",3.9
2021-09-30,"2021-22",11,"3","R5","P","B",6.86
2021-09-30,"2021-22",11,"4","R4","P","B",6.22
2021-09-30,"2021-22",11,"4","R5","P","B",10.45
2021-09-30,"2021-22",11,"1","R4","P","Ref",13.73
2021-09-30,"2021-22",11,"1","R5","P","Ref",13.8
2021-09-30,"2021-22",11,"2","R4","P","Ref",27.06
2021-09-30,"2021-22",11,"2","R5","P","Ref",12.42
2021-09-30,"2021-22",11,"3","R4","P","Ref",10.47
2021-09-30,"2021-22",11,"3","R5","P","Ref",8.01
2021-09-30,"2021-22",11,"4","R4","P","Ref",5.55
2021-09-30,"2021-22",11,"4","R5","P","Ref",8.06
2021-09-30,"2021-22",11,"1","R4","P","V",8.09
2021-09-30,"2021-22",11,"1","R5","P","V",9.36
2021-09-30,"2021-22",11,"2","R4","P","V",8.24
2021-09-30,"2021-22",11,"2","R5","P","V",7.11
2021-09-30,"2021-22",11,"3","R4","P","V",3.05
2021-09-30,"2021-22",11,"3","R5","P","V",1.75
2021-09-30,"2021-22",11,"4","R4","P","V",4.93
2021-09-30,"2021-22",11,"4","R5","P","V",11.09
2021-09-30,"2021-22",11,"1","R4","H","B",28.42
2021-09-30,"2021-22",11,"1","R5","H","B",8.5
2021-09-30,"2021-22",11,"2","R4","H","B",12.13
2021-09-30,"2021-22",11,"2","R5","H","B",18.58
2021-09-30,"2021-22",11,"3","R4","H","B",4.68
2021-09-30,"2021-22",11,"3","R5","H","B",4.67
2021-09-30,"2021-22",11,"4","R4","H","B",7.75
2021-09-30,"2021-22",11,"4","R5","H","B",6.46
2021-09-30,"2021-22",11,"1","R4","H","Ref",16.84
2021-09-30,"2021-22",11,"1","R5","H","Ref",13.21
2021-09-30,"2021-22",11,"2","R4","H","Ref",7.67
2021-09-30,"2021-22",11,"2","R5","H","Ref",11.33
2021-09-30,"2021-22",11,"3","R4","H","Ref",17.67
2021-09-30,"2021-22",11,"3","R5","H","Ref",1.55
2021-09-30,"2021-22",11,"4","R4","H","Ref",6.39
2021-09-30,"2021-22",11,"4","R5","H","Ref",8.91
2021-09-30,"2021-22",11,"1","R4","H","V",9.73
2021-09-30,"2021-22",11,"1","R5","H","V",9.35
2021-09-30,"2021-22",11,"2","R4","H","V",10.93
2021-09-30,"2021-22",11,"2","R5","H","V",17.03
2021-09-30,"2021-22",11,"3","R4","H","V",3.93
2021-09-30,"2021-22",11,"3","R5","H","V",4.64
2021-09-30,"2021-22",11,"4","R4","H","V",10.57
2021-09-30,"2021-22",11,"4","R5","H","V",8.81
2021-09-30,"2021-22",11,"1","R4","NT","B",7.5
2021-09-30,"2021-22",11,"1","R5","NT","B",8.67
2021-09-30,"2021-22",11,"2","R4","NT","B",7.54
2021-09-30,"2021-22",11,"2","R5","NT","B",14.53
2021-09-30,"2021-22",11,"3","R4","NT","B",11.39
2021-09-30,"2021-22",11,"3","R5","NT","B",4.15
2021-09-30,"2021-22",11,"4","R4","NT","B",7.02
2021-09-30,"2021-22",11,"4","R5","NT","B",8.75
2021-09-30,"2021-22",11,"1","R4","NT","Ref",7.45
2021-09-30,"2021-22",11,"1","R5","NT","Ref",15.22
2021-09-30,"2021-22",11,"2","R4","NT","Ref",5.35
2021-09-30,"2021-22",11,"2","R5","NT","Ref",11.97
2021-09-30,"2021-22",11,"3","R4","NT","Ref",10.21
2021-09-30,"2021-22",11,"3","R5","NT","Ref",8.5
2021-09-30,"2021-22",11,"4","R4","NT","Ref",13.84
2021-09-30,"2021-22",11,"4","R5","NT","Ref",10.11
2021-09-30,"2021-22",11,"1","R4","NT","V",28.42
2021-09-30,"2021-22",11,"1","R5","NT","V",13.52
2021-09-30,"2021-22",11,"2","R4","NT","V",30.57
2021-09-30,"2021-22",11,"2","R5","NT","V",12.85
2021-09-30,"2021-22",11,"3","R4","NT","V",10.25
2021-09-30,"2021-22",11,"3","R5","NT","V",14.88
2021-09-30,"2021-22",11,"4","R4","NT","V",5.83
2021-09-30,"2021-22",11,"4","R5","NT","V",12.27
2021-10-15,"2021-22",14,"1","R4","P","B",14.9
2021-10-15,"2021-22",14,"1","R5","P","B",10.89
2021-10-15,"2021-22",14,"2","R4","P","B",11.6
2021-10-15,"2021-22",14,"2","R5","P","B",9.24
2021-10-15,"2021-22",14,"3","R4","P","B",2
2021-10-15,"2021-22",14,"3","R5","P","B",9.46
2021-10-15,"2021-22",14,"4","R4","P","B",17.26
2021-10-15,"2021-22",14,"4","R5","P","B",14.29
2021-10-15,"2021-22",14,"1","R4","P","Ref",9.54
2021-10-15,"2021-22",14,"1","R5","P","Ref",10.66
2021-10-15,"2021-22",14,"2","R4","P","Ref",25.1
